0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3814991732155,3814896944078,0,3814912131962,3815017825770,0,3815841609654,0,0,3814943723539,3815823162308,0,0,3814977896347,3815854535616,0,0,0,0,3814931102039,3814875128924,0,0,0
0,3816134675731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3817652260807,3817778773691,3817620793268,3817571512230,3817476095961,3816926825346,3817466597538,3817766843076,3817420195038,3817402591768,3817447536807,0,3817494125961,3817441992038,0,0,3816908897730,0,3817438909845,3817600727307,3817534434384,3817809951345,0,0
3818673659037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3820537211189,3819850586190,3819439057267,3819827859690,3820142854536,3819972038228,3820127549651,0,0,0,3820114656997,0,0,3819883908959,3820356375112,3819847315305,0,0,0,3819434583690,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3827756402415,0,3828034666799,0,0,3827696944646,3827863189992,0,0,0,3827794228915,0,0,0,3828007399415,0,0,0,0
0,3828863470376,3829064038722,3828834794952,0,0,3828967335375,3829070547760,3828891470875,3829096589221,0,0,0,0,0,0,0,0,0,3829017702722,0,0,0,0
3830372634721,3830287411374,0,3830272375759,3830390487874,3830208530182,3830393234221,3830290963105,0,3830304862221,3830357574221,3830335592413,0,3830331915490,0,0,0,0,3830347931567,3829835907606,0,0,0,0
3831183302489,0,0,3831500071297,0,0,3831409609412,3831318719181,0,0,0,3831550317566,0,3831532628912,0,0,3831271445412,3831659776604,3831153639374,0,0,0,0,3831297484489
3833637362487,0,3832726427334,3833546159064,3833688077795,3833683088603,3833669852487,0,3832755707027,0,0,3833588935757,0,3833583434026,0,3832691392680,0,0,3833612765603,3832704234411,0,0,0,0
0,0,0,0,0,0,3839639646060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3839797231329,0,0,3839881841598,3839829789829,3839840763598,3839852260175,3839752959098,3839728181675,3839704999445,3840604946829,3839744400214,3839810597214,0,0,0,3839848095945,0,3839817555175,0,0,0,0,0
3840797979713,0,3840747525829,3840690793790,0,3840840215213,3840867005713,3840950231944,0,3840737749213,3840812788175,0,0,3840759131944,3840894846482,0,3840862143444,0,0,0,0,0,0,3840728824213
3841824513482,0,3841744952366,0,0,0,0,0,0,0,0,3841771494366,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3843101814596,3843198502134,0,0,0,3843219743058,0,0,0,0,0,0,0,0,0,0,0,3843188351442
3844288162980,0,0,3844350618364,0,0,0,3844626989826,3845468046171,3844199460480,0,0,0,0,0,0,3844339793980,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3860176326699,3860167148545,0,0,3860929220506,3860942985699,0,0,0,0,0,0,0,3860972453583,0,0,3860952456776,0,0,0,0,0,0
0,0,3862203397659,0,0,0,3861760540698,0,0,0,0,0,0,0,3862197403429,0,0,0,0,0,0,0,0,0
0,3863047516043,3863023701697,0,0,0,0,0,3862273279159,0,0,3862283576159,3863140647313,0,0,0,0,0,3863161509582,0,0,3862239364582,0,0
3863574031158,0,0,0,0,0,0,3863493943428,0,0,0,3863499997351,3863536861389,3863520838812,0,0,0,0,3863549819851,0,0,0,0,0
0,3866114468810,3866091042503,3866060511272,0,3866033921195,3866074362157,3865957083041,0,0,0,3865134018503,3864768118119,3865153105273,3866083221387,0,0,0,0,0,0,0,3864338442735,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3873511325690,0,0,3873616275690,3873645482190,3873472662690,3873538434228,0,3873480528844,3873664619920,3873529451382,3873768847959,3873584023151,0,0,3873631740536,0,0,3873453033344,0,0,3873599843920,0
3874649076420,3875144730919,3875328477342,3874669888189,3874631550766,3874652220420,3875129139727,3874560764574,3874557744958,3875110259458,3874673336574,3875168461419,3874590788535,0,3875124091612,0,3875027750535,3875072980342,3874622202189,3874676959497,3875107844573,0,3875214806304,0
0,0,0,0,0,0,0,3876194131688,0,3876120783957,3876303354034,0,3876232695688,0,0,0,3876247213611,0,0,3876117185996,0,0,0,0
3877077198303,3877192431649,3877167856379,3877102397418,3877071591956,3877109912995,3877158773533,3877224402072,3877214798149,0,0,3877203126302,0,0,3877153701649,0,3877061609187,0,0,3877145494072,0,0,0,0
3878934259763,3877599754994,3877570909225,0,3878905408609,3878946828801,3877562633571,3877630723610,3877625123533,3877553807418,0,3877613117956,0,3878476081763,3877567591610,0,0,0,3878481959263,0,3877557446033,0,3878898311609,0
0,0,0,0,0,0,0,0,0,3889862558447,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3890827762947,0,3889915171370,0,0,3890667673601,3890018697678,3890739555985,0,3890887025331,3889975503447,3889903285024,3889955799370,0,3890491449178,0,0,0,3890383253870,0,0,0,3890777772485,0
0,3890943157639,3890914752177,3891677463638,0,3891694500600,3891692648600,3891749163600,0,3891701889561,3891819351023,3890926655600,0,0,3891708312907,0,3891657983023,0,0,3891688293177,0,0,0,0
0,3891945071907,3891942959600,0,0,0,0,3891963189946,0,3891905763407,0,3891959837715,0,3891957677677,0,0,0,0,0,0,0,0,3892000208600,3891926154215
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3894293583175,3895009554174,3895004101482,3894935403059,0,3894954928521,3894317282406,0,3895649454943,3894984363521,3894895471290,3895014458751,0,3894202917867,3894972910790,0,3894305445521,0,3894875157905,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3907778644204,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3908323547473,3907944537050,3907841055050,0,3907885077934,0,0,3907914909665,3908306199319,3908383584357,0,3907806548281,0,3908340269973,3907856620819,0,0,0,3907826638473,0,3908289884049,0,0
0,0,3909185195049,0,0,0,0,0,3909550957549,0,3909214509549,3909573550433,0,3909181303818,3909151781587,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3910351941279,3910356005394,0,0
0,3910977158317,0,3910913317663,3910908150894,3910962026086,0,3911010945894,0,3910940682163,3910866058894,0,3910887085894,0,0,3910921686240,0,0,0,0,3910948437432,0,0,3911023824817
0,3913426093661,0,0,0,3912816982431,0,3912830123277,0,3912783727277,0,0,0,0,3912834534585,0,0,0,3912126996470,0,0,3913398332161,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3922369987732,0,3922458297501,3922380906962,3921982553809,0,3922394416962,3922474243962,0,3921997288424,3921948058270,0,3921961043501,3922495138847,0,3922008408809,0,0,0,0,0,0,3922421839847,0
0,3923293492731,0,0,0,3923272980231,0,3923316345423,3923342768308,0,3923377331231,3923332733000,0,0,3923312288846,0,3923356709269,0,0,3923366940731,0,0,3923644435231,0
3924409590730,0,0,0,3924444823423,0,3924422534230,3924930694076,0,3924436797384,3924415310461,3924921781230,0,3924939958076,3924915451653,3924454902346,0,0,0,0,3924467621461,0,0,0
3925014381845,0,0,3925025745384,3925060987845,0,3925039075422,0,0,3925047959537,3925029843037,0,0,0,0,0,3924994316922,0,0,3925000852961,0,0,0,0
3926254686806,0,3926970401113,3926240268806,3927542983190,0,3926272868421,3927585882613,3927004276882,3927102685421,3926260375344,0,3926266014844,3926980715690,3926988428459,3927547289074,3926228157383,3927126309651,3926289613152,3926246540960,0,0,3927537140420,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3935876684607,3935632287376,3935583753184,3935664305915,3935528961376,3935549119299,0,3935620621338,3935609941799,3935728835838,3935670088491,3935639208876,3935905022260,0,3935600568530,0,3935682586222,0,3935717769953,3935693270684,3935702571222,0,0,3935651931184
0,0,0,0,0,0,0,0,0,0,0,0,0,3937234263721,0,0,0,0,0,0,0,0,0,0
0,3937843979836,0,0,3937768242528,0,0,3937835113490,0,0,3937887826182,3937872716644,3937734647567,0,0,3937993552951,0,0,0,3937727149490,3937752234875,0,0,0
3939357173604,3938866171105,3938850863989,0,0,3939025652874,3939218681950,3938856835758,0,3938807697797,0,0,0,0,3939070259374,0,3938745533143,0,3938784161528,0,3938769371105,0,0,0
0,0,3940272729988,0,0,3940244138219,0,3940291509180,0,3941288528795,3940154802757,0,0,3940499109488,3940514267142,3940233656950,3940172726604,0,3940217605488,0,3940199809873,0,0,3940323887411
