100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-57,-59,100,-63,-60,100,-63,100,100,-68,-73,100,100,-76,-77,100,100,100,100,-82,-83,100,100,100
100,-55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-63,-52,-66,-61,-55,-77,-52,-56,-68,-61,-69,100,-80,-76,100,100,-81,100,-80,-82,-84,-84,100,100
-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-53,-52,-60,-60,-57,-74,-46,100,100,100,-65,100,100,-66,-79,-84,100,100,100,-81,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,-54,100,-54,100,100,-70,-72,100,100,100,-86,100,100,100,-80,100,100,100,100
100,-70,-59,-52,100,100,-56,-56,-78,-65,100,100,100,100,100,100,100,100,100,-79,100,100,100,100
-68,-70,100,-53,-66,-55,-55,-57,100,-66,-70,-80,100,-72,100,100,100,100,-80,-78,100,100,100,100
-67,100,100,-53,100,100,-55,-56,100,100,100,-78,100,-71,100,100,-79,-88,-80,100,100,100,100,-84
-65,100,-50,-54,-60,-52,-55,100,-77,100,100,-77,100,-72,100,-79,100,100,-81,-80,100,100,100,100
100,100,100,100,100,100,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-74,100,100,-39,-69,-76,-69,-58,-82,-61,-77,-67,-84,100,100,100,-74,100,-83,100,100,100,100,100
-72,100,-59,-40,100,-82,-67,-62,100,-62,-79,100,100,-84,-87,100,-75,100,100,100,100,100,100,-85
-72,100,-58,100,100,100,100,100,100,100,100,-65,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,-67,-66,100,100,100,-65,100,100,100,100,100,100,100,100,100,100,100,-78
-72,100,100,-40,100,100,100,-62,-80,-60,100,100,100,100,100,100,-80,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,-57,-68,100,100,-59,-52,100,100,100,100,100,100,100,-72,100,100,-81,100,100,100,100,100,100
100,100,-67,100,100,100,-54,100,100,100,100,100,100,100,-72,100,100,100,100,100,100,100,100,100
100,-59,-67,100,100,100,100,100,-57,100,100,-72,-70,100,100,100,100,100,-79,100,100,-79,100,100
-66,100,100,100,100,100,100,-55,100,100,100,-73,-70,-84,100,100,100,100,-79,100,100,100,100,100
100,-53,-70,-69,100,-52,-50,-54,100,100,100,-68,-70,-78,-72,100,100,100,100,100,100,100,-84,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,-66,100,100,-64,-44,-41,-60,100,-49,-62,-69,-77,-78,100,100,-80,100,100,-69,100,100,-85,100
-79,-69,-63,-58,-69,-44,-43,-58,-75,-48,-62,-73,-76,100,-57,100,-80,-82,-80,-68,-82,100,-83,100
100,100,100,100,100,100,100,-57,100,-49,-62,100,-75,100,100,100,-80,100,100,-69,100,100,100,100
-78,-81,-63,-59,-63,-43,-43,-58,-70,100,100,-72,100,100,-57,100,-80,100,100,-69,100,100,100,100
-74,-76,-63,100,-63,-44,-44,-59,-72,-49,100,-74,100,-72,-57,100,100,100,-80,100,-81,100,-76,100
100,100,100,100,100,100,100,100,100,-56,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-74,100,-57,100,100,-57,-65,-38,100,-56,-79,-63,-89,100,-82,100,100,100,-81,100,100,100,-84,100
100,-80,-58,-60,100,-57,-64,-37,100,-56,-78,-64,100,100,-79,100,-75,100,100,-84,100,100,100,100
100,-84,-58,100,100,100,100,-37,100,-56,100,-63,100,-80,100,100,100,100,100,100,100,100,-84,-80
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-77,-75,-65,-56,100,-53,-67,100,-83,-53,-77,-61,100,-79,-70,100,-72,100,-79,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,-53,100,100,100,100,100,100,100,100,100,100,100,100,100
100,-67,-70,-79,100,-61,100,100,-55,-51,-48,100,-64,100,-64,-73,100,100,100,-73,100,-80,100,100
100,100,-70,100,100,100,100,100,-54,100,-46,-65,100,-69,-63,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-77,100,100
100,-68,100,-79,-65,-60,100,-69,100,-52,-45,100,-63,100,100,-71,100,100,100,100,-76,100,100,-82
100,-68,100,100,100,-60,100,-62,100,-50,100,100,100,100,-69,100,100,100,-68,100,100,-75,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-83,100,-66,-72,-67,100,-41,-58,100,-50,-59,100,-72,-57,100,-80,100,100,100,100,100,100,-79,100
100,-85,100,100,100,-54,100,-58,-78,100,-62,-56,100,100,-58,100,-70,100,100,-64,100,100,-80,100
-72,100,100,100,-64,100,-43,-60,100,-50,-62,-55,100,-59,-58,-79,100,100,100,100,-81,100,100,100
-73,100,100,-72,-62,100,-42,100,100,-52,-64,100,100,100,100,100,-69,100,100,-64,100,100,100,100
-72,100,-66,-65,-60,100,-42,-56,-63,-42,-57,100,-74,-62,-56,-76,-70,-78,-65,-65,100,100,-74,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-84,-68,-72,-68,-80,-59,100,-45,-78,-52,-73,-70,-79,100,-70,100,-66,100,-77,-84,-80,100,100,-79
100,100,100,100,100,100,100,100,100,100,100,100,100,-71,100,100,100,100,100,100,100,100,100,100
100,-69,100,100,-72,100,100,-46,100,100,-76,-66,-77,100,100,-84,100,100,100,-84,-80,100,100,100
-82,-67,-66,100,100,-63,-73,-45,100,-54,100,100,100,100,-69,100,-65,100,-77,100,-82,100,100,100
100,100,-62,100,100,-65,100,-41,100,-61,-72,100,100,-67,-76,-82,-66,100,-79,100,-83,100,100,-77
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,100,-76,-82,-69,100,-71,-71,-56,-70,-34,-65,-64,100,-59,100,-75,-71,100,-68,-80,-80,-80,-79
-81,-82,-76,-78,-68,100,-73,-70,-59,-65,-33,-68,-62,-59,-58,-81,-72,-70,-67,-68,-83,100,-80,-81
-80,-72,-77,-80,-70,-71,-74,-72,-58,-68,-34,-68,-62,-60,-58,-80,-72,-72,-66,-68,-80,-84,-81,-81
100,100,-75,100,-71,-77,-71,100,-58,-70,-34,100,-62,-60,100,100,-73,-71,100,-68,-81,100,100,-82
-78,-73,-82,-80,-59,-65,100,-72,-52,-61,-34,-62,-69,100,-56,-79,100,100,-67,-69,-73,-83,-84,-78
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-77,100,100,100,-67,100,100,100,100,100,100,100,-80,100,100,100,100,100,-76,-75,-74,100,-77,100
-81,-78,100,-68,-70,-60,-74,-59,-71,-50,-54,-52,-72,-54,-54,-79,-66,-77,100,100,-73,100,-75,-76
100,100,-83,100,100,-61,-68,-59,-68,-50,-54,-53,-71,-55,100,-79,100,100,100,100,100,100,-76,-75
100,-79,100,-67,-67,-63,100,-58,-70,-49,-54,-52,-70,-56,-54,-81,-64,100,-73,100,-71,-85,-75,-75
100,-77,-77,-68,100,-75,-68,-60,-68,-47,-58,-53,-76,-55,-51,100,100,100,100,-63,-73,100,100,-73
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,-77,-70,100,100,-69,100,-60,100,-62,100,100,100,100,-59,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,-62,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,-77,100,100,100,100,100,-62,100,-68,-76,-36,100,-80,-60,100,100,100,100,100,100,-85,-90,100
100,-82,-66,-69,-66,-77,100,-60,-77,-65,-68,100,100,100,-72,-80,-65,100,100,-73,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,-75,-65,-78,-70,100,-56,100,100,100,100,100,-66,100,100,100,100,100,100,100
100,100,100,100,100,100,100,-77,100,100,-57,100,100,100,100,-66,-66,-64,100,100,100,100,100,100
-75,100,100,100,100,100,-69,100,100,100,-57,100,100,100,100,-64,100,-65,100,100,100,100,100,100
-76,100,-69,100,-69,100,-67,-77,100,100,-57,-62,-57,-54,-61,-65,-67,-66,-72,100,100,-71,100,-84
-76,-71,-70,-82,-74,100,-67,-79,-69,-65,-55,-63,-60,-54,-59,-63,-68,100,-69,-66,-69,-71,100,-83
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,-75,100,-68,100,100,100,100,-57,100,-36,-43,-78,-66,-77,100,100,100,100,100,100
100,100,-74,-83,-81,100,-68,-74,-67,-69,-58,-59,-64,-36,-44,-72,-66,-72,-63,100,-70,-79,-72,-81
100,100,100,100,100,-86,-66,100,100,100,100,100,100,100,-45,100,100,100,100,100,100,100,100,100
100,100,-75,100,100,100,-64,100,-66,100,-57,100,100,100,-46,-72,100,100,100,100,-69,100,-73,100
-79,100,100,100,-74,-72,100,-74,-64,-60,-57,100,-68,100,100,-70,-63,100,-64,-60,-67,100,-72,-71
