100,100,100,100,100,100,100,100,100,100,100,100,100,-63,100,100,100,100,100,100,100,100
-70,-77,-68,-69,-70,100,-61,-86,-66,100,-68,100,100,-63,-81,-73,100,100,-68,100,-71,-74
-66,100,-67,100,-69,100,100,100,100,100,100,100,100,-59,100,100,-69,100,-65,100,100,100
-65,100,100,-54,-71,100,100,100,100,-72,100,-66,-75,100,100,100,100,100,100,-70,-75,100
-62,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,100,100,-72,100,100
-69,100,100,100,-65,-65,100,100,100,100,-78,-64,100,100,100,100,-82,100,100,-74,-84,100
100,100,-66,-58,100,-60,100,100,100,-67,-75,100,-76,-76,-77,100,100,100,-77,100,100,-70
-71,-53,-67,100,-63,-61,-79,100,-68,-65,-72,-73,-78,-73,-78,-81,-74,-74,100,-76,-75,-72
-69,-54,-67,-58,-63,100,-83,-66,-68,-65,100,-72,-77,-71,100,100,-73,100,-83,100,-74,-72
-70,-53,100,-58,100,-61,100,100,100,-66,100,-71,-78,100,100,100,-74,100,-88,-76,100,100
100,100,-74,100,100,100,-62,100,100,100,100,-68,100,100,100,100,100,100,100,100,100,100
-67,100,100,-64,-64,100,100,-73,100,100,100,100,100,100,100,100,-73,-83,100,100,100,100
-66,100,-73,100,-64,100,100,100,-81,-80,-73,100,-76,-70,-78,100,-74,-81,100,100,-76,-74
100,100,100,-66,100,-63,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-62,-48,-55,-62,-63,-62,-67,-66,-68,-63,100,-72,-71,-67,100,-83,-74,-86,-88,-78,100,-80
-61,-46,-65,-61,-62,-67,100,-68,100,-71,100,-79,100,-63,100,-82,-77,100,-78,-74,-74,-85
100,-45,-81,-57,-61,-69,-67,-72,-68,100,100,-77,100,100,100,-79,-75,-75,100,-81,100,100
-65,-45,100,100,-62,-65,-65,-70,100,100,100,100,100,-68,-84,-77,-73,-80,100,-80,100,100
-65,-45,-72,-61,100,100,-68,100,100,-67,100,100,100,100,100,-81,-72,-79,-77,-80,-85,-82
-59,100,100,100,100,-73,-79,100,-74,100,-63,-73,-71,100,100,100,100,-75,100,100,-72,100
-58,-50,-57,-75,-64,-75,-72,-69,-70,-75,-62,100,-66,-68,-70,-81,-76,-78,-72,-80,-70,-85
-59,-49,-57,100,100,-74,100,100,100,100,-62,100,-66,-70,100,100,100,-77,100,100,100,100
-58,-50,100,-72,-67,100,100,100,-71,-71,-62,100,-68,100,100,-82,-76,100,100,100,-70,-84
-60,-46,100,-68,-68,100,-70,100,-80,-72,-67,-71,-67,100,-73,-80,-75,-79,-76,-80,-72,-85
100,-45,-62,100,100,-71,100,100,100,100,-74,-70,100,100,100,100,100,100,100,100,100,100
-63,-44,-59,-69,100,100,-66,-66,100,-70,-81,-71,100,100,-72,-88,-75,100,-76,-82,-76,-81
100,100,-62,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,-72,100,100,-66,100,100,100,100,100,-72,-77,100,100,100,100,-82
100,100,100,100,100,100,100,100,100,100,100,100,-71,100,100,100,100,100,100,100,100,-89
-54,-61,-62,100,-75,100,-72,-76,100,-62,-70,-80,-76,100,100,-71,-75,-76,-72,100,100,-83
100,100,100,100,100,100,-70,100,100,-63,100,100,100,100,-79,100,-75,-77,100,100,100,100
-52,-57,100,100,100,100,-71,-75,-72,-71,-70,100,-71,-67,100,100,-75,-77,-70,-75,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,100,-54,-69,100,100,100,100,100,-77,100,100,-65,100,100,100,-81,-83,100,-85,100,-85
-52,100,100,100,100,100,-80,100,100,-77,-71,100,100,100,100,100,-81,-85,100,-83,100,100
100,-74,100,-69,-60,100,-79,-64,100,100,-72,100,-66,100,100,100,-81,-83,100,-85,100,100
-50,-68,-53,100,100,100,-77,-63,-69,-78,-72,100,100,-81,100,-78,-82,-81,-81,-85,100,100
100,-67,100,-66,100,100,100,-62,100,100,-72,-84,100,-76,100,100,100,100,100,100,-79,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,-65,100,100,100,100,100,100,100,100,100,-74,100,100
100,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-46,100,-56,-74,-64,-70,100,-68,-84,-66,-75,-82,100,-81,-88,100,-81,-79,-75,-74,-83,-76
100,100,-56,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,100,-79,100,100,-77
-45,-70,-56,100,100,-72,-77,100,100,-66,-69,100,-78,-78,-82,100,-81,100,100,-75,100,100
100,100,100,100,100,100,-77,-63,-83,-66,-67,100,100,100,100,100,100,-76,100,-75,100,100
100,-62,-70,100,-64,-74,-69,100,100,-74,-69,100,100,-71,100,100,-75,-84,-78,-68,100,100
-44,-62,-68,-64,100,-75,-69,-62,-81,-75,-70,100,-80,-71,100,-72,100,-85,100,100,100,-82
100,-62,100,-63,-64,100,100,-63,100,100,100,100,100,-70,100,100,100,100,100,100,100,100
-44,100,100,100,100,100,-70,100,100,100,-69,-80,100,100,100,100,-76,100,100,-69,100,100
-43,100,-69,-63,-64,-74,100,-63,100,-78,-68,100,-78,-70,-70,100,-81,-85,-76,-69,-86,-79
100,100,100,100,-62,100,100,-65,100,100,-78,100,100,-75,100,100,100,100,100,100,100,100
100,-73,100,100,-61,100,100,-66,100,100,100,100,-84,-73,100,100,100,100,-79,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,-71,100,100,100,100,100,100,100,100,-63
100,100,-75,100,100,100,-57,100,100,-70,100,100,-75,100,-75,100,-68,-75,-71,100,-67,100
100,100,100,100,100,100,100,100,100,-70,-62,100,100,100,100,100,100,100,100,100,-69,100
100,100,-67,-52,-65,100,-55,100,-65,-73,100,-63,-72,-71,-81,100,100,100,100,-72,100,100
100,-56,100,100,100,-72,100,100,-67,100,100,100,100,100,100,100,100,100,100,100,100,100
100,-61,100,-54,100,100,100,100,-65,100,100,-70,100,100,100,100,100,100,100,-71,-72,100
100,100,-62,100,100,100,-55,-71,100,-68,100,-72,-73,-62,-76,100,-66,-75,-65,100,-77,-64
-64,100,-65,-55,-63,-62,-57,100,-74,-67,-68,-68,-72,100,-80,-72,100,-76,-65,-71,100,-63
100,100,-67,-54,100,-61,-56,100,-71,100,-68,-66,-70,-58,100,100,-69,-76,-65,100,-77,-62
100,-76,-66,-52,-64,-62,-55,100,-77,-69,100,-64,-75,100,-78,100,-73,-72,-67,100,100,100
100,100,100,-53,-61,-64,100,-79,100,100,100,100,100,-63,100,-72,-71,100,-66,-69,100,-64
100,100,100,100,100,100,-54,-69,100,100,100,100,-79,-62,100,-79,-68,100,100,100,100,100
100,100,-68,100,100,100,-52,100,100,-83,100,100,-77,100,100,100,100,100,100,100,100,100
100,-59,100,100,100,100,100,100,100,-74,100,100,100,100,100,100,100,-83,100,100,100,100
100,-56,100,100,100,100,100,100,100,-69,-70,100,100,100,-75,100,-63,100,100,100,-79,100
-61,-57,100,-46,100,100,100,100,100,-70,100,100,100,100,100,100,100,100,100,-77,-79,100
100,100,100,-48,-59,-67,-62,-70,-75,100,100,100,100,-67,-74,-83,-63,100,100,100,-81,100
-60,-57,100,-48,-58,-70,100,-71,-75,-69,100,100,100,100,100,100,100,100,100,100,100,-69
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-59,-61,-59,-46,-57,-68,100,-76,100,100,100,-72,-70,-65,-80,-79,-65,-83,-82,-74,100,-68
100,100,100,100,-57,-70,100,100,100,100,100,100,100,100,100,100,100,100,-76,-74,100,100
