0,0,0,0,0,0,0,0,0,0,0,0,0,8030420033572,0,0,0,0,0,0,0,0
8030923205803,8031021988687,8030854264187,8031004770841,8030901698264,0,8031013800456,8031035542649,8030952435418,0,8030987149457,0,0,8030831329918,8030888938880,8030877626764,0,0,8030843618264,0,8030974415149,8030869295726
8031948674302,0,8031868056879,0,8032122124879,0,0,0,0,0,0,0,0,8031860514417,0,0,8032146568840,0,8031852694571,0,0,0
8033388289147,0,0,8033040437301,8032945345840,0,0,0,0,8033210577301,0,8033032491840,8033060909647,0,0,0,0,0,0,8033424532724,8033035965763,0
8034208812262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8034189778339,0,0,8034217061608,0,0
8035424023299,0,0,0,8035408603799,8034678168185,0,0,0,0,8034682119685,8034689209646,0,0,0,0,8035433850453,0,0,8035480515453,8034660192185,0
0,0,8035988268068,8035515638261,0,8035513489492,0,0,0,8035494805723,8035509164030,0,8035519743607,8035962328145,8036002951030,0,0,0,8035972218222,0,0,8035966118568
8036866696875,8037351503644,8036803741722,0,8036856241529,8037342686375,8037347084990,0,8036888547991,8036897741298,8036917277645,8036926539145,8037326914914,8036793643529,8036822633952,8036810535491,8037266537144,8036913666337,0,8036877231222,8036923535375,8036788546029
8037691194798,8037558263375,8037628985490,8037726145067,8037674104452,0,8037552339683,8037568064336,8037715371413,8037511132606,0,8037546135183,8037540078298,8037607526298,0,0,8037679074259,0,8037614336721,0,8037524187952,8037603327836
8038516814028,8038589616066,0,8038540981682,0,8038568779451,0,0,0,8038537002105,0,8038561617913,8038551391451,0,0,0,8038498278451,0,8038636632951,8038510123067,0,0
0,0,8040496873219,0,0,0,8040412571257,0,0,0,0,8040424266565,0,0,0,0,0,0,0,0,0,0
8040575762450,0,0,8040589470680,8041142051065,0,0,8041056128103,0,0,0,0,0,0,0,0,8040545778911,8040583751219,0,0,0,0
8042012280026,0,8041925554641,0,8041964888372,0,0,0,8042018187949,8041998350833,8042031916295,0,8042025062141,8041914912256,8041932375256,0,8042390239910,8042438184794,0,0,8042021764602,8041921752949
0,0,0,8049623810828,0,8049629981943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8050208535097,8050071012251,8050078555981,8050242462904,8050188718558,8050060253943,8050024047058,8050088957674,8050197631020,8050218221250,0,8050040371751,8050050509020,8050102534289,0,8050127232789,8050176958558,8050058663597,8050112668981,8050394616289,0,8050320868058
8051648953326,8051294497557,8051300977096,8051465259057,8051415510788,8051473642173,0,8051313208634,0,8051637858057,0,8051452985403,0,8051331475711,0,8051349637403,8051185084596,0,8051339445442,8051404178673,8051444305596,8051343738250
0,8052519370403,8052535353980,8052492227518,8052446782749,8052502194595,8052475693595,8052537245672,8052438599787,0,0,8052479568095,0,0,0,8052586246864,8052405675787,8052517265672,0,8052426904249,0,0
8053508213133,8053546853902,0,0,8053471451979,8053526833056,8053498837325,8053560580979,0,0,0,0,0,8053585467979,8053582551133,8053397551479,8053431051133,8053534223287,0,8053450019133,0,0
8053919472902,8053956385632,8053965779132,8053916213209,0,0,8053908296286,0,0,8053873956940,0,0,0,0,0,8054638231555,8054659165670,8053946492248,8054624360670,8053867288209,8053902506517,8054612841517
8055142124362,0,0,0,0,8055184387632,8054743862747,0,8054699131324,0,8055168039555,8055145669516,8055177890901,0,0,0,0,8055181207555,0,0,8054727577670,0
8056584426669,8056614153592,8056628942900,8056575902246,8055948862669,8056418197900,8055957950400,8056636939861,8056550302784,8056543259054,8055978548708,0,8056595739630,8056450978054,8056441997669,8056473851977,8056501214707,8056588090938,8056462047092,8056531644438,8056555899861,8056481547823
8057396450130,8057440027245,8057448341938,0,0,8057443674553,0,0,0,0,8057413476515,0,8057430607976,8057473669207,0,0,0,8057421950015,0,0,0,0
8058619381014,8058662230667,0,8058627274168,8058613269475,0,0,0,8058595325014,8058601317129,8058646276667,0,8058650016552,0,0,8057713618822,8057730254168,0,0,0,8058622312552,8058524021668
8059649896013,8059071496744,0,8059038616821,8059633918744,0,8059629031321,0,8059606707359,8059007950052,8059048298206,8059034143167,8059056933475,0,8059103040359,8059129409090,8059156108244,8059655997205,8059123345129,8059000670552,8059026071513,8059139506859
0,8059691302359,8059710498436,0,0,8059685281667,0,0,0,0,8060288474359,8060272970320,0,0,0,0,0,0,0,0,0,0
8061075999820,8061116683550,8061145133089,8061284058435,0,0,8061066552627,8061137796666,0,8061058660127,8061110989358,8061084851243,0,0,8061169237396,8061202567858,8061212576512,0,8061184559473,8061238638704,8061265960204,8061190062243
0,0,8065474081470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,8065563415816,0,0,8065557498932,0,0,0,0,0,8065510946740,8066336616085,0,0,0,0,8065506582278
0,0,0,0,0,0,0,0,0,0,0,0,8066668665854,0,0,0,0,0,0,0,0,8066735560700
8067632681430,8067658401430,8067535844353,0,8067644291238,0,8067608256584,8067890872238,0,8067586722046,8067871787161,8067856728469,8067679804315,0,0,8067763283623,8067968207469,8067619850969,8067528403315,0,0,8067546466700
0,0,0,0,0,0,8069257466045,0,0,8068819494276,0,0,0,0,8068732488853,0,8068792711468,8069242693275,0,0,0,0
8070096776698,8070110712890,0,0,0,0,8070071040390,8070134890967,8070078538352,8070043260159,8070114923159,0,8070149377044,8070130326467,0,0,8070033098929,8070066907275,8070181834390,8070019025352,0,0
